branch,cgpa,tenth_percentage,twelfth_percentage,programming_skill,communication_skill,problem_solving,teamwork,leadership,internships,projects,certifications,hackathons,backlogs,resume_score,aptitude_score,coding_score,communication_test,placement_score,placed
EEE,5.71,73.4,78.0,3.9,6.1,3.7,7.2,7.8,0,2,2,1,3,51.5,30.0,27.2,66.0,1.6,0
AIML,7.12,100.0,85.6,6.2,8.2,8.6,7.9,5.6,3,3,2,1,0,84.1,85.9,69.0,69.2,78.2,1
IT,5.35,76.1,57.6,5.9,6.3,7.6,5.0,4.6,2,2,3,0,1,66.6,55.8,66.0,52.7,32.8,0
EEE,7.41,76.9,77.0,6.6,8.3,6.0,6.4,2.0,2,0,2,0,0,63.2,37.1,60.5,78.1,54.3,1
CSE,7.16,74.5,82.3,6.2,9.3,2.4,7.0,3.8,1,2,0,1,0,53.5,21.2,44.0,89.6,30.3,0
ECE,7.36,62.9,79.7,6.8,8.0,8.0,7.4,6.8,1,1,2,0,1,58.6,68.8,81.5,87.4,58.7,1
MECH,6.63,93.9,78.4,5.4,7.5,5.1,6.6,4.9,0,2,4,0,0,58.4,34.4,49.4,76.5,45.1,0
CIVIL,10.0,79.2,46.9,6.1,7.1,6.9,5.2,6.3,2,2,1,1,0,88.0,62.5,61.2,72.2,68.5,1
ECE,8.7,85.5,73.4,3.5,8.1,6.3,6.9,1.4,2,1,2,3,0,73.3,51.1,48.7,88.7,57.9,1
CSE,5.83,97.4,73.9,5.4,6.7,9.1,4.5,6.4,1,1,2,0,0,54.2,70.8,57.1,72.7,40.9,0
IT,7.46,76.4,82.1,8.8,8.3,6.0,6.7,7.7,1,3,1,1,2,63.1,52.1,76.8,75.1,48.4,0
DS,6.53,76.9,93.0,6.6,7.6,6.2,6.3,1.9,2,3,4,3,0,86.1,47.1,79.5,82.2,71.0,1
MECH,6.08,79.7,71.6,6.0,5.9,9.2,6.8,6.2,0,2,1,0,0,47.4,67.7,60.9,60.1,33.8,0
CSE,5.73,62.6,70.5,9.8,8.1,4.9,6.2,8.2,2,2,0,1,0,61.7,26.7,96.8,76.1,49.8,0
ECE,7.68,56.1,76.7,3.3,6.7,7.7,4.7,8.9,1,2,4,0,2,82.5,57.0,42.8,63.0,51.9,1
CSE,6.45,60.0,75.3,3.8,6.3,5.8,6.5,4.5,1,2,2,2,1,66.9,66.5,42.8,59.5,36.7,0
AIML,8.26,92.9,80.6,9.4,5.6,4.3,8.4,7.1,1,2,1,0,2,59.1,34.6,80.4,60.0,45.8,0
CSE,8.29,74.1,81.9,6.1,6.8,6.2,8.9,8.4,1,1,1,0,3,62.2,41.5,59.7,69.6,24.1,0
MECH,8.71,87.4,72.7,5.5,8.3,7.5,10.0,6.3,0,4,4,1,3,82.7,70.2,71.7,92.1,60.0,1
ECE,6.26,74.9,81.5,3.6,8.1,8.8,9.5,8.1,3,4,1,2,0,73.0,69.8,52.3,94.0,64.8,1
MECH,7.72,59.1,72.2,6.9,7.1,9.0,5.2,5.4,3,2,2,0,0,77.9,74.4,63.6,67.0,63.9,1
CIVIL,7.9,88.4,56.1,7.1,7.6,5.6,6.4,6.3,1,3,1,1,2,68.8,47.3,61.1,66.8,43.9,0
IT,6.68,67.3,60.0,3.8,8.8,4.3,7.0,4.3,1,2,4,3,0,62.9,46.5,41.8,90.1,53.4,1
CSE,6.35,85.0,44.6,5.7,6.2,5.6,6.9,5.2,1,1,3,2,0,67.0,34.1,61.4,68.6,27.0,0
CSE,8.97,89.1,96.6,5.3,4.5,4.0,7.1,6.4,1,4,2,1,0,83.6,43.3,55.9,49.8,52.4,1
CSE,7.45,77.5,91.7,6.5,8.8,5.8,10.0,4.1,3,1,2,3,1,83.0,52.3,63.1,80.3,63.5,1
AIML,7.9,83.7,88.5,3.8,5.5,5.6,5.4,5.1,0,3,4,2,0,67.3,45.0,35.2,50.5,49.2,0
AIML,6.3,60.9,72.2,8.5,5.3,7.6,5.9,7.0,0,2,4,1,1,71.5,53.8,77.5,54.1,52.6,1
MECH,5.86,100.0,87.7,7.8,3.3,2.0,9.5,9.6,3,3,3,2,2,94.3,14.1,50.6,35.2,47.3,0
MECH,6.57,83.3,86.7,5.3,7.5,4.8,6.1,1.4,0,2,3,2,0,56.5,38.8,63.2,67.8,45.6,0
CIVIL,7.06,87.4,56.1,5.6,3.6,4.8,7.6,9.5,2,3,1,1,0,63.3,53.0,35.8,52.7,47.2,0
CSE,6.03,89.2,64.8,5.7,5.1,8.5,8.6,5.0,0,0,1,1,0,42.1,79.1,61.0,48.9,27.5,0
AIML,7.19,76.3,82.0,4.4,7.6,4.1,7.7,7.4,3,0,3,0,0,76.5,29.6,31.3,83.0,34.5,0
EEE,5.34,78.9,68.6,5.1,7.8,6.6,7.3,7.8,2,4,3,0,0,71.3,69.1,50.1,80.0,58.8,1
ECE,5.97,91.0,65.8,5.5,5.3,6.0,8.4,8.6,3,3,4,1,0,94.5,55.3,59.6,60.0,57.5,1
MECH,7.94,73.6,85.7,9.2,6.3,8.2,5.7,4.0,3,4,0,1,2,79.6,69.2,74.2,68.8,70.1,1
CSE,7.86,82.7,64.2,7.9,4.9,7.3,6.3,5.0,0,2,2,2,0,68.5,56.4,80.3,46.5,44.6,0
CSE,6.77,83.6,100.0,7.9,5.5,6.4,7.8,5.4,1,2,2,3,1,63.4,46.8,81.9,55.6,46.1,0
IT,6.08,69.2,95.7,6.7,7.0,5.1,3.9,4.8,1,2,3,1,0,64.5,45.5,61.3,69.5,49.8,0
CSE,6.07,83.3,72.2,3.8,5.6,2.7,9.1,8.1,2,1,0,0,1,51.9,24.5,54.7,48.4,10.3,0
MECH,6.79,57.7,91.2,5.9,6.1,6.7,7.5,5.3,0,3,3,1,0,64.9,50.2,45.0,71.9,37.0,0
CSE,7.91,89.0,77.4,7.9,3.9,7.2,7.2,2.3,3,4,1,0,0,78.9,66.6,66.0,42.7,60.2,1
ECE,8.22,96.8,69.6,3.5,8.5,3.2,4.6,4.2,0,4,2,1,0,61.9,27.0,32.2,75.8,46.8,0
ECE,6.65,88.9,100.0,7.3,7.4,3.9,5.1,2.3,2,2,2,1,0,74.8,34.2,63.9,78.4,50.7,1
ECE,5.93,96.0,80.1,10.0,7.9,6.7,6.4,5.0,1,2,1,1,0,64.7,62.0,94.2,78.3,54.2,1
IT,7.49,68.9,63.4,8.1,8.8,6.8,8.2,6.8,1,4,2,0,0,81.9,61.4,85.2,83.3,63.3,1
ECE,6.29,75.3,81.0,8.8,5.0,4.3,3.9,4.2,1,3,4,0,0,77.8,21.6,70.5,54.7,42.0,0
MECH,6.63,79.5,96.8,6.4,5.9,5.1,8.2,4.7,0,4,1,0,2,55.1,47.0,52.2,46.9,26.6,0
EEE,8.66,79.5,75.0,7.9,3.1,2.7,6.5,5.0,1,3,2,1,3,74.4,21.9,64.0,36.8,39.2,0
CIVIL,8.11,72.8,77.7,4.6,10.0,8.8,6.7,5.8,1,4,1,1,1,64.8,67.0,61.4,100.0,55.9,1
AIML,7.37,67.0,71.1,7.6,6.2,3.7,7.4,6.5,1,1,3,1,0,69.4,30.3,73.9,58.5,34.9,0
IT,5.8,98.7,79.6,7.3,8.4,7.2,7.4,7.1,2,3,1,0,1,60.9,55.4,72.4,75.0,54.9,1
CSE,7.43,68.0,62.3,6.6,4.3,6.1,5.9,10.0,1,1,1,2,0,63.2,50.1,61.3,46.9,40.4,0
CSE,8.37,97.9,64.7,8.6,8.3,8.7,7.9,5.7,1,3,3,3,1,86.3,69.0,85.3,78.5,81.1,1
ECE,6.79,83.9,70.5,4.9,9.8,4.7,3.5,7.0,3,3,2,0,0,72.7,43.1,51.3,100.0,60.4,1
MECH,8.69,80.4,77.2,5.6,6.4,6.3,6.3,2.3,2,0,1,1,0,62.0,38.3,58.3,60.7,38.9,0
CSE,8.62,84.5,89.5,6.2,4.7,3.0,7.2,4.7,0,3,4,0,0,74.4,25.3,45.6,48.2,44.3,0
EEE,9.03,96.3,73.1,3.9,6.3,2.5,6.5,5.0,2,1,2,1,0,69.3,19.9,26.2,65.9,43.7,0
MECH,7.54,46.5,85.8,6.5,2.5,7.3,4.3,3.5,3,1,2,1,1,70.9,76.7,64.5,15.8,50.1,1
ECE,7.85,82.3,69.3,2.6,6.4,2.8,8.1,4.4,3,1,2,1,0,79.2,6.8,31.2,66.4,39.0,0
IT,8.76,79.8,82.7,8.1,8.0,5.8,5.1,5.3,2,2,3,0,0,78.3,53.5,68.9,83.6,77.3,1
CSE,7.69,80.2,90.6,6.1,6.4,8.1,6.9,4.5,1,1,1,2,0,51.6,68.4,67.8,64.3,53.1,1
CSE,6.65,89.3,73.5,5.0,6.0,7.6,7.2,10.0,0,1,0,0,1,39.3,67.1,42.4,54.2,25.2,0
IT,6.71,70.7,79.6,4.3,7.4,4.9,7.0,6.5,1,2,1,2,0,55.0,35.9,45.0,71.5,35.1,0
EEE,7.46,64.2,67.4,5.5,7.6,3.2,8.8,9.5,1,0,2,0,3,57.4,28.0,45.1,65.5,4.9,0
CIVIL,5.78,61.4,82.6,7.4,3.5,7.2,6.9,8.5,0,2,1,0,1,55.5,58.5,58.7,36.8,23.1,0
EEE,7.04,67.1,40.0,7.1,6.7,8.8,7.6,4.2,0,3,2,1,1,66.6,98.3,70.4,74.2,51.3,1
CSE,8.41,86.2,53.9,4.6,10.0,4.9,6.9,5.6,1,3,0,2,0,56.2,37.1,37.8,93.2,47.5,0
IT,4.79,84.1,82.4,4.3,4.1,4.7,7.9,4.6,1,5,3,1,0,74.1,31.1,41.9,49.0,35.3,0
IT,8.89,88.6,53.7,7.3,6.3,5.2,9.1,5.2,0,1,2,0,0,67.3,57.6,71.8,57.3,47.3,0
CIVIL,8.43,72.5,68.6,4.6,10.0,7.3,7.2,3.5,1,4,1,2,0,76.8,61.0,54.2,100.0,70.2,1
ECE,6.69,73.0,93.2,6.1,8.5,8.5,8.2,4.6,2,2,1,1,2,64.3,72.4,52.2,91.3,46.8,0
MECH,7.8,97.8,86.2,6.2,5.6,3.8,9.2,6.2,0,2,3,0,1,72.1,39.8,61.7,56.4,35.8,0
ECE,7.2,90.2,100.0,6.6,6.9,3.4,9.0,6.2,3,2,3,1,0,69.4,27.4,62.6,62.9,66.1,1
CSE,8.55,87.0,76.0,7.7,6.5,10.0,6.4,6.0,1,1,3,1,2,72.2,76.6,78.8,61.8,53.7,1
AIML,8.28,56.1,73.9,3.5,5.2,5.9,8.6,5.4,0,2,1,1,0,48.5,48.0,30.6,56.6,27.8,0
CSE,5.66,100.0,75.1,2.2,6.4,6.7,7.4,7.2,0,3,4,1,0,62.5,46.7,27.9,71.2,24.1,0
DS,7.85,76.9,63.0,4.9,6.0,4.9,8.7,5.0,1,4,2,2,0,69.4,27.5,60.0,50.0,47.0,0
EEE,6.97,80.1,72.2,9.6,6.7,7.1,7.9,8.3,0,5,0,2,0,72.0,50.3,95.3,75.4,58.5,1
CSE,7.29,83.4,58.6,10.0,5.2,8.0,7.4,1.8,2,3,2,1,1,87.1,45.3,100.0,55.3,56.0,1
MECH,6.4,80.0,90.3,9.7,4.2,6.8,7.7,6.8,2,3,2,0,0,75.9,51.2,83.9,38.5,59.8,1
AIML,9.12,75.9,84.6,5.6,6.4,9.5,7.4,6.5,2,2,1,1,1,73.9,72.1,60.2,49.9,59.9,1
IT,8.34,79.7,59.9,2.4,9.6,5.6,7.4,4.2,1,4,4,3,0,79.2,49.5,21.6,94.6,71.2,1
IT,6.39,85.6,66.4,1.3,6.6,5.7,6.8,4.8,1,3,3,0,4,61.8,46.6,17.3,67.9,19.2,0
CIVIL,5.73,88.2,80.1,4.8,5.9,6.6,6.6,6.4,0,1,0,1,2,40.2,52.0,61.0,56.1,9.1,0
CIVIL,6.78,92.6,78.5,5.6,7.9,7.1,9.6,7.3,1,3,4,2,1,74.7,66.1,55.9,85.8,59.3,1
IT,7.68,64.8,61.4,8.6,6.2,6.6,7.7,2.0,1,2,1,1,1,58.6,49.7,77.3,75.9,55.0,1
CSE,7.46,71.4,75.9,7.7,9.9,3.8,6.1,6.8,1,3,2,2,0,76.3,21.2,71.1,92.5,57.7,1
EEE,8.58,88.2,82.4,6.5,6.5,6.8,6.6,4.6,3,4,3,1,0,100.0,34.1,61.2,60.5,72.5,1
CSE,8.07,59.2,82.8,4.2,7.8,5.5,8.6,7.8,1,3,2,1,0,60.2,44.1,45.4,88.7,42.2,0
DS,8.27,79.9,96.9,4.1,5.1,5.1,5.9,1.8,2,4,1,0,0,74.0,40.3,38.8,50.8,47.6,0
AIML,7.56,68.6,78.3,6.5,7.4,6.3,4.8,10.0,1,4,1,2,1,65.6,60.2,65.9,75.4,59.2,1
CSE,5.67,84.6,58.9,7.4,7.0,4.4,4.9,3.7,1,1,2,0,0,63.1,28.0,65.2,64.2,31.3,0
IT,6.98,67.9,61.2,6.8,6.4,4.0,4.4,8.4,2,0,2,3,1,69.4,38.3,54.5,68.8,36.2,0
AIML,8.37,73.7,91.3,3.9,5.6,1.2,5.1,5.4,0,2,2,0,1,55.3,0.0,41.3,48.0,16.6,0
CSE,7.14,74.5,95.9,7.3,5.4,9.5,5.2,3.9,1,4,2,0,0,68.6,65.8,90.2,54.3,63.3,1
MECH,7.75,81.0,74.5,6.9,7.0,7.3,9.1,6.0,1,1,2,1,1,65.9,61.1,72.8,73.9,52.7,1
AIML,6.85,89.5,80.0,3.9,7.6,6.0,6.9,7.6,0,3,2,1,0,51.6,53.3,32.3,74.5,29.6,0
CSE,6.07,90.4,76.2,4.4,6.3,4.9,6.5,2.4,1,2,2,1,0,61.4,26.2,43.7,59.1,34.6,0
CIVIL,7.06,80.5,71.1,7.4,7.0,0.7,4.8,6.9,1,3,1,0,0,65.4,0.0,62.2,78.7,33.4,0
ECE,7.54,64.7,55.6,5.5,6.4,4.8,6.8,5.5,0,1,1,1,0,58.2,38.9,42.1,69.5,27.1,0
AIML,6.48,100.0,81.2,9.2,6.7,7.6,4.4,6.7,2,1,2,3,0,78.5,59.7,84.8,59.3,73.6,1
DS,6.94,77.0,98.2,7.0,6.1,8.0,6.4,5.5,1,1,0,3,1,59.5,68.3,62.2,50.4,47.7,0
AIML,6.17,81.3,77.2,5.0,6.5,7.4,10.0,4.4,1,2,0,0,3,50.7,66.7,47.8,77.7,17.2,0
EEE,8.43,80.9,71.1,6.0,10.0,6.5,8.0,3.3,1,2,1,1,2,60.0,41.8,63.2,92.4,49.8,0
AIML,6.88,82.2,69.4,6.1,7.1,8.7,6.7,6.8,2,4,1,1,0,65.3,73.0,66.0,70.6,52.7,1
IT,8.8,67.8,81.5,4.5,7.7,5.6,8.0,6.8,0,2,1,1,2,60.3,38.8,39.8,77.6,29.9,0
ECE,8.88,83.3,90.0,4.2,7.3,8.3,6.2,6.8,1,3,1,0,3,70.2,68.8,49.5,73.5,42.1,0
IT,7.11,99.9,81.9,7.4,6.0,5.5,5.8,6.4,1,4,0,1,0,66.6,40.0,67.6,49.9,51.4,1
CSE,6.09,53.9,50.7,7.7,8.8,4.5,9.6,7.4,2,3,1,2,3,62.1,44.8,76.8,86.9,55.3,1
MECH,4.91,78.4,97.7,7.2,6.0,4.3,5.3,8.3,1,1,0,0,4,40.0,39.0,51.7,59.0,2.2,0
CSE,5.58,64.5,85.8,9.0,8.4,4.2,6.5,1.7,0,4,1,0,1,61.8,25.5,75.4,81.7,43.3,0
CSE,5.69,89.9,72.7,4.9,5.9,7.5,7.5,0.8,1,0,3,0,0,50.5,46.2,64.9,64.8,40.3,0
CSE,8.72,91.7,68.1,9.3,4.8,4.8,5.6,8.9,1,2,1,2,1,68.7,47.8,76.2,49.5,44.5,0
CIVIL,7.33,76.5,69.2,4.2,7.2,4.2,8.0,2.8,0,2,2,2,0,50.9,28.3,34.5,75.1,39.4,0
ECE,7.63,78.7,86.2,4.0,4.5,7.6,6.5,3.3,2,1,0,0,4,53.8,55.6,43.3,43.6,15.5,0
IT,4.76,67.4,49.3,2.5,7.5,6.8,8.0,4.9,0,3,0,2,0,35.0,60.5,42.4,85.4,18.7,0
CSE,5.88,49.7,81.7,5.1,4.4,8.0,7.9,2.2,0,3,2,0,2,51.6,56.0,59.7,45.3,35.1,0
ECE,8.18,74.8,78.6,5.0,5.9,7.2,6.6,4.7,0,2,2,1,0,60.7,59.0,46.9,61.9,47.5,0
MECH,7.52,75.4,78.5,7.1,3.9,4.8,9.6,3.6,1,2,1,1,0,64.4,38.3,65.4,45.6,35.2,0
IT,7.04,78.5,59.9,6.5,10.0,6.3,6.0,5.0,1,2,1,1,3,61.9,50.1,62.1,98.7,41.0,0
ECE,7.82,40.0,52.8,3.6,3.5,6.4,9.0,6.1,0,2,0,2,2,41.7,61.1,44.9,47.9,6.1,0
CIVIL,9.0,57.3,100.0,5.2,6.5,4.5,8.8,4.8,2,1,3,1,0,75.9,39.4,50.3,62.4,61.6,1
AIML,6.96,60.2,76.7,5.3,8.6,4.1,9.7,4.7,0,2,1,0,3,51.4,40.6,51.6,91.6,13.6,0
MECH,7.28,79.0,100.0,2.4,8.4,4.9,7.3,6.0,1,3,1,0,2,57.6,37.3,27.1,87.0,14.3,0
CSE,7.41,85.0,86.7,4.0,8.0,10.0,5.8,7.6,0,3,3,3,3,58.0,74.2,61.6,79.1,47.0,0
CSE,9.83,64.0,76.5,4.5,5.9,5.4,10.0,8.7,3,2,0,0,1,72.5,51.6,46.2,64.7,47.5,0
AIML,4.89,74.7,78.0,8.9,8.9,8.5,6.5,5.1,2,4,1,1,3,73.3,63.8,83.6,80.0,55.5,1
CSE,7.95,71.1,89.0,6.4,8.1,5.3,5.8,9.1,2,2,1,1,2,66.6,43.5,69.1,77.0,40.7,0
AIML,7.07,100.0,90.5,7.3,6.9,7.9,6.7,7.3,0,3,1,0,3,61.7,66.5,78.5,57.2,39.2,0
MECH,7.82,73.4,81.2,3.0,6.9,7.9,5.5,3.0,1,1,0,2,0,47.4,57.2,33.5,66.1,34.2,0
AIML,6.48,72.9,89.2,8.4,6.0,8.0,7.8,3.0,1,3,4,2,0,78.4,57.9,55.5,61.0,67.6,1
IT,7.15,68.2,89.8,8.6,4.9,6.9,6.1,4.3,1,2,3,0,2,81.1,53.3,86.5,41.5,53.6,1
DS,7.98,55.2,79.3,2.0,8.7,8.8,6.6,8.4,1,3,1,0,1,57.4,76.5,30.6,86.9,50.0,0
ECE,10.0,85.8,67.2,4.6,8.9,6.9,8.5,4.5,2,1,1,2,2,69.1,58.1,50.8,95.5,63.5,1
IT,8.09,74.8,81.5,7.0,4.9,9.5,7.9,1.7,0,2,2,1,4,61.9,64.8,83.1,53.4,32.3,0
EEE,6.27,73.3,65.3,7.3,6.2,3.1,7.0,5.0,1,3,2,1,2,75.0,40.6,57.9,63.0,35.4,0
EEE,6.73,80.2,70.1,4.6,6.2,6.9,7.3,1.5,1,3,3,1,0,76.2,57.9,43.0,60.3,52.8,1
CIVIL,6.7,59.1,80.2,5.4,6.4,6.7,7.0,3.4,1,1,2,1,0,63.3,50.5,46.8,67.2,47.8,0
AIML,5.22,99.2,74.0,4.8,6.6,4.4,6.4,4.3,0,2,1,0,0,47.9,34.1,62.7,59.8,16.7,0
DS,6.84,56.2,92.1,6.2,8.2,7.3,7.0,5.8,0,0,0,1,1,35.4,56.5,72.7,66.4,19.1,0
IT,8.01,99.3,66.4,8.4,5.2,3.4,7.7,7.5,1,1,4,0,0,76.6,24.0,78.6,63.6,54.2,1
EEE,5.8,77.8,47.3,4.5,5.0,5.0,6.8,6.9,3,1,0,1,0,50.3,49.0,32.1,57.4,36.3,0
EEE,8.35,73.4,92.0,8.0,8.7,2.4,7.6,3.1,3,2,3,1,0,95.6,38.2,58.9,79.6,74.0,1
IT,7.74,86.1,75.6,4.4,5.7,9.2,5.7,4.8,0,3,2,2,2,73.5,69.2,58.7,48.1,39.1,0
CSE,6.39,73.8,76.2,4.3,4.2,5.8,6.1,5.7,0,2,1,2,0,50.6,42.4,48.8,44.8,35.6,0
CSE,7.04,89.2,64.8,7.6,5.6,10.0,5.9,5.0,1,3,1,2,0,74.8,79.3,79.2,56.9,64.3,1
ECE,8.96,81.7,50.5,7.8,5.9,7.7,6.2,5.0,1,3,1,1,1,76.8,50.8,68.7,64.2,54.4,1
ECE,8.01,86.6,64.4,7.7,9.3,7.1,8.9,2.1,2,3,2,0,0,83.0,60.6,83.1,90.6,78.6,1
ECE,7.21,90.5,82.4,3.4,8.2,5.1,8.1,3.2,1,2,2,0,0,56.7,42.2,49.7,88.5,47.3,0
CSE,6.94,75.9,72.4,5.1,8.6,4.2,5.4,4.7,1,4,2,1,0,73.0,34.9,52.0,81.2,40.2,0
CSE,7.28,89.6,70.7,7.6,8.0,7.2,7.7,0.0,1,3,1,1,1,72.0,42.7,70.3,86.7,56.2,1
CSE,6.64,84.2,52.9,6.1,8.2,6.1,6.4,6.8,0,2,1,0,0,57.0,30.4,71.5,79.2,40.7,0
DS,4.88,94.0,98.5,3.9,5.3,3.7,6.0,2.8,1,4,3,3,3,64.8,26.3,39.3,48.1,22.9,0
EEE,9.45,73.6,74.2,6.9,6.1,3.3,4.8,6.9,1,1,4,0,0,82.6,31.8,73.4,57.8,55.5,1
ECE,7.37,94.4,100.0,4.6,4.7,4.4,8.5,6.7,2,3,4,1,3,82.3,20.8,42.8,54.8,39.5,0
CIVIL,7.64,68.7,79.8,9.6,6.1,9.7,5.0,4.4,0,1,2,1,1,60.9,84.4,100.0,62.2,64.0,1
CSE,7.14,53.9,95.2,9.1,7.7,10.0,6.9,7.5,1,4,0,1,2,73.1,77.6,89.6,76.8,54.6,1
AIML,6.39,61.6,65.7,7.2,6.7,6.6,5.6,7.0,3,3,0,1,0,60.5,46.1,66.2,60.0,51.6,1
IT,7.0,74.0,55.3,8.7,8.9,6.5,8.2,4.9,1,2,1,0,1,56.1,52.5,88.5,87.5,58.8,1
CSE,5.44,81.2,72.6,6.1,4.4,5.6,6.5,4.7,3,3,2,3,2,71.3,34.1,59.6,42.6,39.7,0
EEE,9.7,78.2,82.3,7.5,7.4,4.4,6.8,7.7,1,3,2,3,1,75.5,15.1,71.8,69.3,53.1,1
AIML,5.84,87.4,83.7,9.0,4.3,8.8,6.8,6.0,3,2,2,1,1,82.7,80.2,82.1,51.1,63.6,1
AIML,6.06,63.6,80.1,6.5,6.7,9.8,7.5,7.6,1,4,3,0,0,72.0,77.7,64.4,62.9,67.5,1
EEE,6.72,98.7,100.0,5.5,7.8,4.5,7.0,0.7,0,2,0,0,0,50.2,30.2,50.3,72.6,27.3,0
MECH,8.62,94.1,80.1,2.6,6.1,6.0,6.9,5.7,2,4,4,0,0,94.2,43.7,35.3,63.8,60.6,1
CSE,7.22,89.2,71.0,5.8,7.5,5.3,6.2,2.3,2,3,1,1,4,69.8,36.6,51.9,68.2,37.6,0
DS,5.84,93.2,72.0,7.6,4.8,5.4,4.6,5.4,1,2,0,1,1,54.3,40.4,79.5,44.3,41.2,0
CSE,8.58,59.4,64.5,7.9,3.5,8.5,5.3,6.9,1,0,3,1,0,77.2,66.7,79.3,48.4,55.4,1
AIML,8.0,86.4,78.8,7.0,7.5,3.7,8.1,9.0,3,2,4,1,0,97.0,35.2,75.4,74.6,82.5,1
CIVIL,7.79,86.9,89.1,4.9,9.6,7.1,6.5,3.6,0,4,3,2,1,61.6,51.1,46.1,97.3,59.7,1
MECH,7.99,89.6,93.3,2.0,4.7,7.6,6.0,4.4,1,2,3,0,0,63.0,52.2,33.9,63.5,37.4,0
MECH,9.83,88.2,71.1,5.0,8.7,5.9,4.9,5.3,0,2,3,1,1,74.9,43.2,55.2,84.4,63.7,1
CSE,9.6,83.3,74.3,5.4,6.6,7.9,4.4,3.6,0,2,2,1,0,68.3,82.9,60.8,66.8,56.9,1
CSE,6.44,82.9,66.7,5.4,4.1,6.5,5.9,7.5,1,2,2,3,0,55.6,53.1,55.6,44.7,32.7,0
CSE,8.99,92.3,87.6,7.2,4.5,8.5,8.3,5.4,2,2,1,1,1,66.9,71.3,80.9,46.5,62.3,1
CSE,7.62,70.5,59.0,10.0,6.5,3.3,6.2,5.7,2,2,1,1,0,78.5,24.4,77.7,65.7,51.5,1
IT,7.75,82.4,65.6,6.2,5.8,5.5,7.6,6.7,3,4,2,2,0,83.3,58.2,63.0,58.5,78.6,1
ECE,5.34,71.4,40.0,5.6,4.1,6.1,6.1,5.4,0,3,2,3,2,53.8,55.4,49.8,37.9,25.0,0
CSE,7.01,76.2,59.7,5.5,3.5,1.1,8.0,3.9,1,4,1,2,0,66.7,0.7,42.0,44.0,23.6,0
DS,6.31,45.9,67.3,6.2,5.0,4.1,6.5,5.4,0,3,1,0,1,53.9,34.4,60.1,40.4,23.6,0
AIML,8.11,67.6,68.4,4.3,6.8,4.7,5.2,3.8,0,1,4,1,2,60.5,34.1,50.7,66.8,31.0,0
AIML,8.38,72.8,58.2,6.2,6.5,8.0,6.6,5.7,0,4,2,2,0,71.6,67.3,56.3,63.3,62.4,1
DS,4.92,72.9,60.3,6.9,5.6,4.9,9.8,7.5,0,1,4,1,0,54.8,46.8,76.5,53.9,18.2,0
CSE,7.18,74.0,91.4,6.4,6.9,4.6,9.7,3.2,1,2,3,1,2,78.8,27.4,67.7,75.2,35.0,0
ECE,8.43,63.8,64.9,6.9,8.4,7.8,7.7,2.4,0,1,2,0,1,62.6,64.9,71.1,76.9,49.2,0
IT,6.99,74.0,51.5,6.9,7.2,3.1,6.8,5.6,1,2,0,1,2,68.5,18.5,53.7,69.2,18.0,0
CIVIL,8.0,91.0,61.4,2.5,6.3,2.3,7.5,4.0,3,2,1,1,0,61.3,29.4,34.9,68.4,34.1,0
CSE,7.59,74.4,61.6,7.3,8.2,5.5,7.5,5.6,2,3,1,0,2,72.4,51.8,72.5,69.5,54.1,1
IT,7.58,93.6,74.1,4.7,4.8,3.4,6.9,6.1,2,4,2,2,0,76.1,11.7,47.4,56.4,49.9,0
CSE,6.9,92.8,79.7,3.8,6.1,3.5,7.7,1.2,2,3,1,0,2,60.3,19.2,32.8,62.3,31.2,0
CSE,5.86,71.0,57.4,3.8,6.1,7.3,7.3,6.9,1,2,3,1,2,58.3,47.6,46.3,60.7,29.6,0
MECH,5.97,84.8,78.9,6.9,4.3,7.9,6.5,3.2,2,3,2,2,1,69.2,62.4,66.3,36.7,48.1,0
MECH,7.98,62.2,93.2,5.6,5.7,7.7,5.2,5.5,2,4,1,1,1,71.1,64.0,68.3,57.4,64.4,1
MECH,7.22,65.4,88.2,2.6,2.8,8.3,6.3,4.2,0,2,3,1,0,66.1,72.8,46.4,31.3,35.9,0
CSE,7.05,79.3,82.5,7.0,9.9,8.6,8.2,4.4,2,1,1,0,0,62.7,66.5,71.7,100.0,55.2,1
AIML,6.73,84.1,80.3,3.1,4.8,2.2,7.0,8.9,1,1,0,1,0,47.8,15.0,25.2,47.4,19.5,0
ECE,6.86,97.4,70.9,6.3,9.4,7.1,7.5,6.1,0,2,1,3,1,58.0,58.7,69.9,85.8,47.1,0
CSE,8.35,76.0,93.4,6.5,6.6,5.2,6.6,7.3,1,3,0,2,4,71.5,66.8,66.8,67.6,41.9,0
AIML,6.83,80.1,80.6,7.8,7.5,4.8,5.4,5.8,1,3,3,1,2,71.0,26.1,63.6,69.6,47.5,0
DS,5.72,79.2,64.5,9.6,5.6,7.3,6.6,6.7,1,2,2,1,0,72.4,43.1,89.0,60.3,56.1,1
AIML,8.02,99.5,73.0,3.3,6.9,2.9,5.5,6.3,0,3,2,0,1,60.2,19.0,47.3,61.1,28.9,0
IT,6.97,94.1,66.2,5.9,7.7,2.9,5.4,6.0,1,3,2,1,0,77.9,17.2,52.8,79.2,41.6,0
CIVIL,7.23,82.6,73.2,5.4,7.7,7.4,8.8,7.7,1,3,2,0,0,70.5,53.3,60.0,87.0,51.2,1
